2020-10-08 10:17:07;GET:/move/;200;0.006ms
2020-10-08 10:17:07;GET:/move/stations/;200;0.004ms
2020-10-08 10:17:51;GET:/stations/;200;0.004ms
2020-10-08 10:17:51;GET:/trains/;200;0.002ms
2020-10-08 10:18:48;GET:/move/;200;0.005ms
2020-10-08 10:18:48;GET:/move/stations/;200;0.003ms
2020-10-08 10:19:13;GET:/move/;200;0.004ms
2020-10-08 10:19:13;GET:/move/stations/;200;0.004ms
2020-10-08 10:27:35;GET:/move/;200;0.005ms
2020-10-08 10:27:35;GET:/move/stations/;200;0.004ms
2020-10-08 10:27:35;GET:/stations/;200;0.003ms
2020-10-08 10:27:35;GET:/trains/;200;0.002ms
2020-10-08 10:27:36;GET:/move/;200;0.004ms
2020-10-08 10:27:36;GET:/move/stations/;200;0.005ms
2020-10-08 10:27:43;GET:/maintenance/;200;0.004ms
2020-10-08 10:27:43;GET:/stations/specificTrain;200;0.003ms
2020-10-08 10:27:44;GET:/maintenance/;200;0.004ms
2020-10-08 10:27:45;GET:/move/;200;0.005ms
2020-10-08 10:27:45;GET:/move/stations/;200;0.003ms
2020-10-08 10:27:46;GET:/stations/;200;0.003ms
2020-10-08 10:27:46;GET:/trains/;200;0.004ms
2020-10-08 10:29:07;GET:/stations/;200;0.006ms
2020-10-08 10:29:07;GET:/trains/;200;0.005ms
2020-10-08 10:29:07;GET:/trains/;200;0.005ms
2020-10-08 10:29:07;GET:/stations/;200;0.003ms
2020-10-08 10:29:16;GET:/stations/;200;0.006ms
2020-10-08 10:29:16;GET:/trains/;200;0.004ms
2020-10-08 10:29:18;GET:/move/;200;0.005ms
2020-10-08 10:29:18;GET:/move/stations/;200;0.004ms
2020-10-08 10:29:21;GET:/move/;200;0.003ms
2020-10-08 10:29:21;GET:/move/stations/;200;0.004ms
2020-10-08 10:29:22;GET:/maintenance/;200;0.005ms
2020-10-08 10:29:23;GET:/stations/specificTrain;200;0.004ms
2020-10-08 10:29:24;GET:/stations/;200;0.004ms
2020-10-08 10:29:24;GET:/trains/;200;0.004ms
2020-10-08 10:29:25;GET:/maintenance/;200;0.006ms
2020-10-08 10:30:02;GET:/maintenance/;200;0.004ms
2020-10-08 10:30:02;GET:/stations/;200;0.004ms
2020-10-08 10:30:02;GET:/trains/;200;0.005ms
2020-10-08 10:30:02;GET:/maintenance/;200;0.005ms
2020-10-08 10:30:10;GET:/maintenance/;200;0.004ms
2020-10-08 10:30:11;GET:/stations/;200;0.004ms
2020-10-08 10:30:11;GET:/trains/;200;0.003ms
2020-10-08 10:30:12;GET:/move/;200;0.004ms
2020-10-08 10:30:12;GET:/move/stations/;200;0.004ms
2020-10-08 10:30:30;GET:/stations/;200;0.004ms
2020-10-08 10:30:30;GET:/trains/;200;0.003ms
2020-10-08 10:30:35;GET:/move/;200;0.004ms
2020-10-08 10:30:35;GET:/move/stations/;200;0.004ms
2020-10-08 10:30:37;GET:/move/;200;0.004ms
2020-10-08 10:30:37;GET:/move/stations/;200;0.003ms
2020-10-08 10:30:38;GET:/maintenance/;200;0.003ms
2020-10-08 10:30:39;GET:/stations/specificTrain;200;0.006ms
2020-10-08 10:30:39;GET:/maintenance/;200;0.004ms
2020-10-08 10:30:40;GET:/move/;200;0.006ms
2020-10-08 10:30:40;GET:/move/stations/;200;0.006ms
2020-10-08 10:30:41;GET:/stations/;200;0.004ms
2020-10-08 10:30:41;GET:/trains/;200;0.003ms
2020-10-08 10:30:42;GET:/move/;200;0.006ms
2020-10-08 10:30:42;GET:/move/stations/;200;0.004ms
2020-10-08 10:35:50;GET:/stations/;200;0.004ms
2020-10-08 10:35:50;GET:/trains/;200;0.004ms
2020-10-08 10:35:55;GET:/move/;200;0.004ms
2020-10-08 10:35:55;GET:/move/stations/;200;0.003ms
2020-10-08 10:35:55;GET:/stations/;200;0.004ms
2020-10-08 10:35:55;GET:/trains/;200;0.005ms
2020-10-08 10:35:56;GET:/maintenance/;200;0.003ms
2020-10-08 10:35:57;GET:/stations/specificTrain;200;0.004ms
2020-10-08 10:35:57;GET:/stations/;200;0.004ms
2020-10-08 10:35:57;GET:/trains/;200;0.003ms
