2020-10-07 15:08:38;GET:/;200;0.373ms
2020-10-07 15:08:43;GET:/trains;200;0.004ms
2020-10-07 15:09:14;GET:/trains;200;0.005ms
2020-10-07 16:35:32;GET:/;200;0.754ms
2020-10-07 16:35:35;GET:/stations;200;0.004ms
2020-10-07 16:35:40;GET:/stations;200;0.005ms
2020-10-07 16:35:40;GET:/trains;200;0.006ms
2020-10-07 16:37:52;GET:/stations;200;0.007ms
2020-10-07 16:37:52;GET:/trains;200;0.012ms
2020-10-07 16:37:55;GET:/stations;200;0.003ms
2020-10-07 16:37:55;GET:/trains;200;0.004ms
2020-10-07 16:38:00;GET:/stations;200;0.005ms
2020-10-07 16:38:00;GET:/trains;200;0.004ms
2020-10-07 16:38:13;GET:/trains;200;0.004ms
2020-10-07 16:38:13;GET:/stations;200;0.003ms
2020-10-07 16:38:25;GET:/trains;200;0.003ms
2020-10-07 16:38:25;GET:/stations;200;0.005ms
2020-10-07 16:39:38;GET:/trains;200;0.004ms
2020-10-07 16:39:38;GET:/stations;200;0.003ms
2020-10-07 16:40:12;GET:/move/;200;0.004ms
2020-10-07 16:40:12;GET:/move/stations/;200;0.035ms
2020-10-07 16:40:21;GET:/trains;200;0.002ms
2020-10-07 16:40:21;GET:/stations;200;0.002ms
2020-10-07 16:41:46;GET:/trains;200;0.002ms
2020-10-07 16:41:46;GET:/stations;200;0.002ms
2020-10-07 16:41:51;GET:/trains;200;0.002ms
2020-10-07 16:41:51;GET:/stations;200;0.002ms
2020-10-07 16:42:02;GET:/trains;200;0.002ms
2020-10-07 16:42:02;GET:/stations;200;0.002ms
2020-10-07 16:42:21;GET:/trains;200;0.002ms
2020-10-07 16:42:21;GET:/stations;200;0.002ms
2020-10-07 16:43:52;GET:/trains/;200;0.002ms
2020-10-07 16:43:52;GET:/stations;200;0.002ms
2020-10-07 16:44:14;GET:/stations/;200;0.003ms
2020-10-07 16:44:14;GET:/trains/;200;0.002ms
2020-10-07 16:44:21;GET:/stations/;200;0.002ms
2020-10-07 16:44:21;GET:/trains/;200;0.002ms
2020-10-07 16:46:47;GET:/stations/;200;0.002ms
2020-10-07 16:46:47;GET:/trains/;200;0.002ms
2020-10-07 16:48:11;GET:/stations/;200;0.002ms
2020-10-07 16:48:11;GET:/trains/;200;0.003ms
2020-10-07 16:48:24;GET:/stations/;200;0.038ms
2020-10-07 16:48:24;GET:/trains/;200;0.003ms
2020-10-07 16:49:27;GET:/stations/;200;0.033ms
2020-10-07 16:49:27;GET:/trains/;200;0.003ms
2020-10-07 16:50:12;GET:/maintenance/;200;0.006ms
2020-10-07 16:50:27;GET:/stations/;200;0.006ms
2020-10-07 16:50:27;GET:/trains/;200;0.028ms
2020-10-07 16:51:19;GET:/trains/;200;0.012ms
2020-10-07 16:51:19;GET:/stations/;200;0.003ms
2020-10-07 16:55:13;GET:/trains/;200;0.004ms
2020-10-07 16:55:13;GET:/stations/;200;0.003ms
2020-10-07 16:55:21;GET:/trains/;200;0.004ms
2020-10-07 16:55:21;GET:/stations/;200;0.003ms
2020-10-07 16:59:49;GET:/trains/;200;0.004ms
2020-10-07 16:59:49;GET:/stations/;200;0.003ms
2020-10-07 17:01:03;GET:/trains/;200;0.004ms
2020-10-07 17:01:03;GET:/stations/;200;0.003ms
2020-10-07 17:01:23;GET:/trains/;200;0.061ms
2020-10-07 17:01:23;GET:/stations/;200;0.006ms
2020-10-07 17:04:54;GET:/trains/;200;0.008ms
2020-10-07 17:04:54;GET:/stations/;200;0.033ms
2020-10-08 10:15:21;GET:/stations/;200;0.059ms
2020-10-08 10:15:21;GET:/trains/;200;0.011ms
2020-10-08 10:16:16;GET:/trains/;200;0.008ms
2020-10-08 10:16:16;GET:/stations/;200;0.009ms
2020-10-08 10:16:23;GET:/move/;200;0.016ms
2020-10-08 10:16:23;GET:/move/stations/;200;0.029ms
2020-10-08 10:16:31;GET:/stations/;200;0.005ms
2020-10-08 10:16:31;GET:/trains/;200;0.003ms
2020-10-08 10:16:32;GET:/move/;200;0.009ms
2020-10-08 10:16:32;GET:/move/stations/;200;0.006ms
2020-10-08 10:16:34;GET:/move/;200;0.009ms
2020-10-08 10:16:34;GET:/move/stations/;200;0.004ms
2020-10-08 10:16:36;GET:/maintenance/;200;0.007ms
2020-10-08 10:16:37;GET:/stations/specificTrain;200;0.007ms
2020-10-08 10:16:39;GET:/maintenance/;200;0.01ms
2020-10-08 10:16:48;PUT:/maintenance;200;0.009ms
2020-10-08 10:16:48;GET:/maintenance/;200;0.013ms
2020-10-08 10:16:55;PUT:/maintenance;200;0.008ms
2020-10-08 10:16:56;GET:/maintenance/;200;0.019ms
2020-10-08 10:17:01;GET:/stations/specificTrain;200;0.004ms
2020-10-08 10:17:02;GET:/maintenance/;200;0.004ms
2020-10-08 10:17:03;GET:/move/stations/;200;0.003ms
2020-10-08 10:17:03;GET:/move/;200;0.002ms
2020-10-08 10:17:05;GET:/maintenance/;200;0.004ms
2020-10-08 10:17:05;GET:/stations/specificTrain;200;0.004ms
2020-10-08 10:17:06;GET:/stations/;200;0.004ms
2020-10-08 10:17:06;GET:/trains/;200;0.003ms
